origin,destination,origin_iso3,destination_iso3,n_researchers,phd_year_min,phd_year_max,phd_year_mean,origin_year_min,origin_year_max,origin_year_mean,route
RS,SI,SRB,SVN,2,2016,2016,2016,2002,2004,2003,RS → SI
RS,QA,SRB,QAT,2,2012,2014,2013,2007,2010,2008,RS → QA
RS,MK,SRB,MKD,2,2006,2006,2006,1985,2009,1997,RS → MK
GR,CN,GRC,CHN,2,1994,2009,2002,1992,2003,1998,GR → CN
RS,HU,SRB,HUN,2,,,,1959,1974,1966,RS → HU
GR,BR,GRC,BRA,2,1978,2012,1995,1967,2000,1984,GR → BR
CA,BS,CAN,BHS,2,2012,2012,2012,1974,2008,1991,CA → BS
GR,RS,GRC,SRB,2,2009,2013,2011,1994,2001,1998,GR → RS
JO,SG,JOR,SGP,2,2008,2015,2012,1992,2003,1998,JO → SG
JO,SE,JOR,SWE,2,2016,2016,2016,2001,2002,2002,JO → SE
GR,NZ,GRC,NZL,2,2007,2011,2009,1992,1996,1994,GR → NZ
JO,NL,JOR,NLD,2,2009,2016,2012,1996,2003,2000,JO → NL
EG,TR,EGY,TUR,2,,,,2008,2008,2008,EG → TR
EG,SG,EGY,SGP,2,2003,2016,2010,1990,2004,1997,EG → SG
RS,FI,SRB,FIN,2,2014,2016,2015,1998,2005,2002,RS → FI
GR,MX,GRC,MEX,2,2001,2013,2007,1993,2009,2001,GR → MX
RS,BE,SRB,BEL,2,2016,2016,2016,1973,2008,1990,RS → BE
RS,BA,SRB,BIH,2,,,,1972,2005,1988,RS → BA
CA,CZ,CAN,CZE,2,2013,2016,2014,1997,2002,2000,CA → CZ
GT,FR,GTM,FRA,2,2016,2016,2016,1997,2007,2002,GT → FR
GT,DE,GTM,DEU,2,2016,2016,2016,1998,2001,2000,GT → DE
GT,CR,GTM,CRI,2,2016,2016,2016,1977,1983,1980,GT → CR
GR,ZA,GRC,ZAF,2,1973,2011,1992,1962,2001,1982,GR → ZA
RO,SI,ROU,SVN,2,2011,2015,2013,2005,2007,2006,RO → SI
RO,NZ,ROU,NZL,2,2002,2002,2002,1971,1989,1980,RO → NZ
RO,MD,ROU,MDA,2,1999,1999,1999,1994,1995,1994,RO → MD
RO,KZ,ROU,KAZ,2,2005,2016,2010,1996,1996,1996,RO → KZ
EE,RU,EST,RUS,2,2004,2011,2008,2000,2007,2004,EE → RU
JP,BE,JPN,BEL,2,2007,2007,2007,1998,2004,2001,JP → BE
JP,AR,JPN,ARG,2,1996,1999,1998,1990,1990,1990,JP → AR
EG,NL,EGY,NLD,2,2014,2014,2014,1997,2000,1998,EG → NL
EG,NG,EGY,NGA,2,,,,1962,2002,1982,EG → NG
EG,LB,EGY,LBN,2,2008,2015,2012,2003,2005,2004,EG → LB
EG,JO,EGY,JOR,2,1992,1992,1992,1974,1997,1986,EG → JO
EG,IE,EGY,IRL,2,2016,2016,2016,2000,2003,2002,EG → IE
CA,NI,CAN,NIC,2,2015,2015,2015,1989,2008,1998,CA → NI
GR,CZ,GRC,CZE,2,2012,2012,2012,2000,2002,2001,GR → CZ
ES,TN,ESP,TUN,2,2014,2014,2014,2000,2011,2006,ES → TN
RO,JO,ROU,JOR,2,1999,1999,1999,1978,1985,1982,RO → JO
ZA,CN,ZAF,CHN,2,2002,2005,2004,2000,2001,2000,ZA → CN
RO,GR,ROU,GRC,2,1991,1993,1992,1977,1978,1978,RO → GR
YE,US,YEM,USA,2,2015,2016,2016,1999,2002,2000,YE → US
JP,IL,JPN,ISR,2,2013,2013,2013,2010,2011,2010,JP → IL
YE,EG,YEM,EGY,2,,,,2003,2004,2004,YE → EG
YE,DE,YEM,DEU,2,2016,2016,2016,2001,2006,2004,YE → DE
AM,QA,ARM,QAT,2,2000,2000,2000,1988,1989,1988,AM → QA
EG,BH,EGY,BHR,2,2003,2003,2003,1983,1990,1986,EG → BH
AM,DE,ARM,DEU,2,2011,2011,2011,1974,2002,1988,AM → DE
EE,US,EST,USA,2,1988,2005,1996,1976,1976,1976,EE → US
AM,CN,ARM,CHN,2,2016,2016,2016,2002,2005,2004,AM → CN
CA,TH,CAN,THA,2,1999,1999,1999,1994,1997,1996,CA → TH
CA,RW,CAN,RWA,2,2015,2015,2015,1988,2001,1994,CA → RW
CA,RU,CAN,RUS,2,2004,2004,2004,2000,2001,2000,CA → RU
CA,PL,CAN,POL,2,2014,2014,2014,1998,2009,2004,CA → PL
HK,PT,HKG,PRT,2,2011,2011,2011,2002,2008,2005,HK → PT
RE,US,REU,USA,2,2012,2012,2012,2004,2011,2008,RE → US
RE,FR,REU,FRA,2,2010,2011,2010,2002,2002,2002,RE → FR
RE,CH,REU,CHE,2,2001,2001,2001,1992,1998,1995,RE → CH
HK,NL,HKG,NLD,2,2013,2013,2013,2008,2010,2009,HK → NL
EC,PT,ECU,PRT,2,2016,2016,2016,2004,2007,2006,EC → PT
EC,NL,ECU,NLD,2,2009,2016,2012,1998,2002,2000,EC → NL
JP,MN,JPN,MNG,2,,,,2006,2009,2008,JP → MN
JP,MM,JPN,MMR,2,1997,1997,1997,1992,2011,2002,JP → MM
JP,LA,JPN,LAO,2,2003,2008,2006,2000,2005,2002,JP → LA
PY,US,PRY,USA,2,2016,2016,2016,2000,2002,2001,PY → US
HK,JP,HKG,JPN,2,2011,2011,2011,2000,2005,2002,HK → JP
CD,CA,COD,CAN,2,1978,1984,1981,1966,1968,1967,CD → CA
CA,VE,CAN,VEN,2,1991,2006,1998,1987,2001,1994,CA → VE
PT,SA,PRT,SAU,2,2007,2008,2008,1994,2003,1998,PT → SA
VN,NL,VNM,NLD,2,,,,2004,2005,2004,VN → NL
VN,IE,VNM,IRL,2,2016,2016,2016,2005,2008,2006,VN → IE
PT,MZ,PRT,MOZ,2,,,,1989,2004,1996,PT → MZ
PT,JP,PRT,JPN,2,2012,2015,2014,2000,2005,2002,PT → JP
VN,CN,VNM,CHN,2,,,,2009,2009,2009,VN → CN
VE,CH,VEN,CHE,2,2016,2016,2016,2003,2005,2004,VE → CH
AR,NZ,ARG,NZL,2,2007,2007,2007,1985,1988,1986,AR → NZ
PT,GR,PRT,GRC,2,2016,2016,2016,2006,2007,2006,PT → GR
JP,RU,JPN,RUS,2,2006,2007,2006,1997,2002,2000,JP → RU
JP,PT,JPN,PRT,2,2012,2012,2012,1993,2004,1998,JP → PT
AR,EC,ARG,ECU,2,2016,2016,2016,1994,2005,2000,AR → EC
JP,NP,JPN,NPL,2,2013,2013,2013,1993,2009,2001,JP → NP
AR,DK,ARG,DNK,2,2007,2010,2008,1994,2005,2000,AR → DK
EE,DK,EST,DNK,2,2016,2016,2016,2000,2007,2004,EE → DK
EE,DE,EST,DEU,2,2011,2012,2012,2001,2007,2004,EE → DE
EE,CH,EST,CHE,2,1982,2014,1998,1973,2003,1988,EE → CH
AT,CN,AUT,CHN,2,1996,2009,2002,1994,1999,1996,AT → CN
PT,CV,PRT,CPV,2,,,,2004,2007,2006,PT → CV
PT,CN,PRT,CHN,2,2012,2016,2014,2001,2008,2004,PT → CN
CH,CL,CHE,CHL,2,2015,2015,2015,1998,2004,2001,CH → CL
HN,PT,HND,PRT,2,2016,2016,2016,1993,2008,2000,HN → PT
EC,DE,ECU,DEU,2,,,,1983,2001,1992,EC → DE
EC,CU,ECU,CUB,2,2016,2016,2016,1984,1998,1991,EC → CU
HN,ES,HND,ESP,2,,,,2003,2003,2003,HN → ES
HN,BR,HND,BRA,2,2013,2013,2013,2000,2003,2002,HN → BR
KE,CA,KEN,CAN,2,2016,2016,2016,1985,2000,1992,KE → CA
KE,BW,KEN,BWA,2,,,,1970,1979,1974,KE → BW
CD,ZM,COD,ZMB,2,,,,1999,2000,2000,CD → ZM
PT,AE,PRT,ARE,2,2005,2012,2008,1990,2009,2000,PT → AE
PS,TR,PSE,TUR,2,2016,2016,2016,1994,1998,1996,PS → TR
PS,PT,PSE,PRT,2,2014,2014,2014,1998,2002,2000,PS → PT
PS,JO,PSE,JOR,2,2010,2010,2010,1983,2005,1994,PS → JO
HK,SA,HKG,SAU,2,1995,2006,2000,1992,2002,1997,HK → SA
PS,ES,PSE,ESP,2,2011,2012,2012,1996,1999,1998,PS → ES
AT,BA,AUT,BIH,2,2010,2010,2010,1997,2002,2000,AT → BA
AR,UY,ARG,URY,2,2010,2011,2010,1998,2003,2000,AR → UY
KE,JP,KEN,JPN,2,2003,2016,2010,1981,2003,1992,KE → JP
AR,SA,ARG,SAU,2,1979,1979,1979,1973,1977,1975,AR → SA
PS,DE,PSE,DEU,2,2016,2016,2016,2001,2006,2004,PS → DE
PS,CA,PSE,CAN,2,2000,2000,2000,1990,2000,1995,PS → CA
PS,AE,PSE,ARE,2,2004,2006,2005,1990,1991,1990,PS → AE
PR,CO,PRI,COL,2,2011,2013,2012,2005,2005,2005,PR → CO
PL,ZM,POL,ZMB,2,2000,2012,2006,1990,1997,1994,PL → ZM
UZ,US,UZB,USA,2,1998,2006,2002,1971,1981,1976,UZ → US
CH,IL,CHE,ISR,2,2010,2011,2010,2006,2007,2006,CH → IL
CH,GR,CHE,GRC,2,1983,1999,1991,1979,1987,1983,CH → GR
CH,CY,CHE,CYP,2,2007,2007,2007,1987,2007,1997,CH → CY
UZ,TJ,UZB,TJK,2,1988,1988,1988,1972,1975,1974,UZ → TJ
PL,TW,POL,TWN,2,2002,2016,2009,1991,2004,1998,PL → TW
PL,SG,POL,SGP,2,2014,2015,2014,2006,2007,2006,PL → SG
PL,SA,POL,SAU,2,,,,2002,2007,2004,PL → SA
DZ,NO,DZA,NOR,2,2010,2010,2010,1990,1996,1993,DZ → NO
DZ,JO,DZA,JOR,2,1988,2003,1996,1974,1990,1982,DZ → JO
KG,US,KGZ,USA,2,1988,2012,2000,1980,1997,1988,KG → US
GH,SE,GHA,SWE,2,2016,2016,2016,2004,2007,2006,GH → SE
KG,KZ,KGZ,KAZ,2,,,,1970,1990,1980,KG → KZ
CH,RU,CHE,RUS,2,2001,2001,2001,1992,2007,2000,CH → RU
GH,KR,GHA,KOR,2,2016,2016,2016,2007,2008,2008,GH → KR
UZ,GB,UZB,GBR,2,1990,1990,1990,1977,1992,1984,UZ → GB
CH,LI,CHE,LIE,2,2016,2016,2016,2007,2009,2008,CH → LI
CH,KR,CHE,KOR,2,2008,2016,2012,1996,2009,2002,CH → KR
CH,JP,CHE,JPN,2,,,,1994,2008,2001,CH → JP
PL,JP,POL,JPN,2,2002,2016,2009,1989,2006,1998,PL → JP
PL,IS,POL,ISL,2,2003,2003,2003,1990,2010,2000,PL → IS
UZ,AU,UZB,AUS,2,1997,2016,2006,1993,2003,1998,UZ → AU
PL,HK,POL,HKG,2,2005,2015,2010,1993,1996,1994,PL → HK
PL,EG,POL,EGY,2,1991,2004,1998,1986,2000,1993,PL → EG
UY,IL,URY,ISR,2,2006,2010,2008,1975,1990,1982,UY → IL
KR,BE,KOR,BEL,2,2012,2014,2013,1998,2004,2001,KR → BE
KH,US,KHM,USA,2,2009,2016,2012,1997,2005,2001,KH → US
UY,CO,URY,COL,2,2009,2009,2009,1996,1996,1996,UY → CO
KH,FR,KHM,FRA,2,2010,2016,2013,2001,2006,2004,KH → FR
KH,ES,KHM,ESP,2,2016,2016,2016,1988,2005,1996,KH → ES
CH,ZA,CHE,ZAF,2,2001,2009,2005,1996,1997,1996,CH → ZA
UY,BR,URY,BRA,2,1989,2016,2002,1976,2004,1990,UY → BR
PK,PT,PAK,PRT,2,,,,2003,2003,2003,PK → PT
UY,AR,URY,ARG,2,2016,2016,2016,2001,2003,2002,UY → AR
GH,ES,GHA,ESP,2,2016,2016,2016,2001,2006,2004,GH → ES
CL,IE,CHL,IRL,2,2003,2003,2003,1991,1993,1992,CL → IE
CL,CN,CHL,CHN,2,2014,2014,2014,2009,2009,2009,CL → CN
PK,KE,PAK,KEN,2,2013,2013,2013,1987,1995,1991,PK → KE
GH,CH,GHA,CHE,2,2016,2016,2016,1984,2002,1993,GH → CH
GH,BE,GHA,BEL,2,,,,2004,2010,2007,GH → BE
CM,ES,CMR,ESP,2,2016,2016,2016,1996,2000,1998,CM → ES
CM,CA,CMR,CAN,2,2014,2014,2014,1997,1998,1998,CM → CA
DZ,AE,DZA,ARE,2,1990,1999,1994,1972,1988,1980,DZ → AE
DM,US,DMA,USA,2,,,,1996,2002,1999,DM → US
DK,ZA,DNK,ZAF,2,1999,2011,2005,1986,2001,1994,DK → ZA
KR,IT,KOR,ITA,2,2001,2016,2008,1992,2010,2001,KR → IT
HR,PT,HRV,PRT,2,2011,2016,2014,1997,2008,2002,HR → PT
HR,IE,HRV,IRL,2,2008,2008,2008,1998,2007,2002,HR → IE
CL,PT,CHL,PRT,2,,,,1999,2008,2004,CL → PT
HR,HU,HRV,HUN,2,2016,2016,2016,2007,2007,2007,HR → HU
CL,NO,CHL,NOR,2,2011,2014,2012,1982,2007,1994,CL → NO
PK,CY,PAK,CYP,2,2016,2016,2016,2008,2011,2010,PK → CY
AT,HR,AUT,HRV,2,2008,2014,2011,1993,2005,1999,AT → HR
AT,HK,AUT,HKG,2,2016,2016,2016,2006,2007,2006,AT → HK
AT,FI,AUT,FIN,2,2015,2015,2015,1990,2004,1997,AT → FI
KR,SE,KOR,SWE,2,2005,2012,2008,1994,1999,1996,KR → SE
KR,PT,KOR,PRT,2,2011,2011,2011,1995,2008,2002,KR → PT
KR,NO,KOR,NOR,2,2013,2016,2014,1998,2012,2005,KR → NO
KR,MX,KOR,MEX,2,1988,2006,1997,1980,2000,1990,KR → MX
KR,MO,KOR,MAC,2,2004,2009,2006,2001,2003,2002,KR → MO
AT,EG,AUT,EGY,2,,,,1993,2003,1998,AT → EG
MT,IT,MLT,ITA,2,2006,2006,2006,1995,2001,1998,MT → IT
CM,FR,CMR,FRA,2,2016,2016,2016,2000,2009,2004,CM → FR
US,SZ,USA,SWZ,2,,,,2007,2010,2008,US → SZ
PH,MX,PHL,MEX,2,2010,2016,2013,1998,2008,2003,PH → MX
PH,KH,PHL,KHM,2,1989,1989,1989,1986,2005,1996,PH → KH
PH,IN,PHL,IND,2,2003,2016,2010,1996,2000,1998,PH → IN
US,SN,USA,SEN,2,2011,2011,2011,2001,2008,2004,US → SN
US,SL,USA,SLE,2,2001,2001,2001,1992,2000,1996,US → SL
PH,CN,PHL,CHN,2,2016,2016,2016,1984,1999,1992,PH → CN
PH,BE,PHL,BEL,2,2016,2016,2016,1998,2007,2002,PH → BE
PH,AE,PHL,ARE,2,1983,1983,1983,1970,1994,1982,PH → AE
KZ,FR,KAZ,FRA,2,2011,2016,2014,2003,2008,2006,KZ → FR
US,SK,USA,SVK,2,2006,2006,2006,1994,2006,2000,US → SK
HU,CZ,HUN,CZE,2,2007,2007,2007,1990,2005,1998,HU → CZ
KW,CA,KWT,CAN,2,2016,2016,2016,1992,2000,1996,KW → CA
KR,VN,KOR,VNM,2,,,,2007,2009,2008,KR → VN
CN,DZ,CHN,DZA,2,2013,2013,2013,2006,2007,2006,CN → DZ
PG,AU,PNG,AUS,2,,,,1989,1997,1993,PG → AU
PE,PT,PER,PRT,2,2004,2004,2004,1989,2008,1998,PE → PT
PE,KR,PER,KOR,2,2015,2015,2015,1986,2005,1996,PE → KR
PE,GB,PER,GBR,2,2014,2015,2014,1995,2000,1998,PE → GB
HU,CL,HUN,CHL,2,2010,2010,2010,1968,1977,1972,HU → CL
HT,US,HTI,USA,2,2016,2016,2016,1990,2003,1996,HT → US
HR,SI,HRV,SVN,2,1999,2016,2008,1983,2000,1992,HR → SI
GH,IT,GHA,ITA,2,2016,2016,2016,2009,2010,2010,GH → IT
PE,AR,PER,ARG,2,2016,2016,2016,1996,1998,1997,PE → AR
CN,KE,CHN,KEN,2,2006,2006,2006,1994,2005,2000,CN → KE
DK,SA,DNK,SAU,2,2014,2016,2015,2000,2009,2004,DK → SA
DK,NZ,DNK,NZL,2,2004,2012,2008,1994,2009,2002,DK → NZ
DK,NL,DNK,NLD,2,2002,2016,2009,1993,2005,1999,DK → NL
GH,IE,GHA,IRL,2,2013,2016,2014,2005,2006,2006,GH → IE
US,SD,USA,SDN,2,,,,1977,2007,1992,US → SD
KZ,KG,KAZ,KGZ,2,2004,2004,2004,1984,1994,1989,KZ → KG
KZ,IT,KAZ,ITA,2,2016,2016,2016,2000,2004,2002,KZ → IT
PA,CO,PAN,COL,2,2008,2008,2008,1991,1995,1993,PA → CO
OM,AU,OMN,AUS,2,2016,2016,2016,2006,2009,2008,OM → AU
AT,NO,AUT,NOR,2,2008,2012,2010,1999,2004,2002,AT → NO
AT,MX,AUT,MEX,2,2006,2006,2006,1978,1996,1987,AT → MX
AT,KR,AUT,KOR,2,2016,2016,2016,1980,2007,1994,AT → KR
CN,LU,CHN,LUX,2,2014,2014,2014,2002,2005,2004,CN → LU
NZ,SA,NZL,SAU,2,2006,2014,2010,2003,2008,2006,NZ → SA
NZ,QA,NZL,QAT,2,2013,2013,2013,1979,2009,1994,NZ → QA
NZ,OM,NZL,OMN,2,1988,1999,1994,1985,1995,1990,NZ → OM
NZ,KZ,NZL,KAZ,2,2011,2011,2011,2002,2007,2004,NZ → KZ
AT,KE,AUT,KEN,2,2006,2010,2008,2003,2007,2005,AT → KE
HU,SA,HUN,SAU,2,2009,2009,2009,1960,1989,1974,HU → SA
HU,RU,HUN,RUS,2,1993,1993,1993,1981,1984,1982,HU → RU
HU,RS,HUN,SRB,2,1998,2016,2007,1995,2000,1998,HU → RS
NZ,IT,NZL,ITA,2,2014,2016,2015,2004,2005,2004,NZ → IT
NZ,CN,NZL,CHN,2,2006,2011,2008,2002,2003,2002,NZ → CN
HU,MY,HUN,MYS,2,2010,2011,2010,2006,2007,2006,HU → MY
HU,JP,HUN,JPN,2,2010,2016,2013,1994,1998,1996,HU → JP
NP,NO,NPL,NOR,2,2012,2016,2014,1998,2008,2003,NP → NO
CO,CN,COL,CHN,2,2011,2011,2011,2000,2010,2005,CO → CN
NP,IT,NPL,ITA,2,2014,2016,2015,2004,2006,2005,NP → IT
NP,AT,NPL,AUT,2,,,,2001,2005,2003,NP → AT
US,MW,USA,MWI,2,2005,2005,2005,2002,2005,2004,US → MW
US,MN,USA,MNG,2,2009,2009,2009,2005,2009,2007,US → MN
LK,CN,LKA,CHN,2,2013,2016,2014,2003,2007,2005,LK → CN
DK,JP,DNK,JPN,2,2013,2013,2013,2005,2010,2008,DK → JP
AT,ZA,AUT,ZAF,2,,,,2007,2010,2008,AT → ZA
AT,UA,AUT,UKR,2,2014,2015,2014,2003,2009,2006,AT → UA
CO,NZ,COL,NZL,2,1994,2016,2005,1981,2004,1992,CO → NZ
CO,NO,COL,NOR,2,2015,2016,2016,2002,2006,2004,CO → NO
CO,NI,COL,NIC,2,2016,2016,2016,1991,1997,1994,CO → NI
AT,SI,AUT,SVN,2,1988,1989,1988,1973,1984,1978,AT → SI
CO,IL,COL,ISR,2,2016,2016,2016,1975,2004,1990,CO → IL
NO,UG,NOR,UGA,2,2010,2010,2010,2005,2006,2006,NO → UG
NO,TZ,NOR,TZA,2,2013,2013,2013,2000,2009,2004,NO → TZ
NO,SA,NOR,SAU,2,1996,2012,2004,1993,2009,2001,NO → SA
NO,NP,NOR,NPL,2,2008,2008,2008,1998,2004,2001,NO → NP
NO,IN,NOR,IND,2,2012,2012,2012,1998,2009,2004,NO → IN
GE,TR,GEO,TUR,2,,,,2004,2006,2005,GE → TR
GE,GB,GEO,GBR,2,,,,1978,1984,1981,GE → GB
GE,AU,GEO,AUS,2,1984,1987,1986,1971,1973,1972,GE → AU
NO,EG,NOR,EGY,2,2002,2004,2003,1998,1999,1998,NO → EG
NO,EE,NOR,EST,2,1997,2007,2002,1993,1996,1994,NO → EE
NO,CO,NOR,COL,2,2007,2013,2010,1994,2000,1997,NO → CO
NO,CN,NOR,CHN,2,1996,2011,2004,1993,2007,2000,NO → CN
NO,CH,NOR,CHE,2,,,,1965,1981,1973,NO → CH
HU,TR,HUN,TUR,2,,,,1973,2010,1992,HU → TR
LK,SE,LKA,SWE,2,2007,2007,2007,1988,1990,1989,LK → SE
AT,SG,AUT,SGP,2,2004,2014,2009,1996,2011,2004,AT → SG
NO,AT,NOR,AUT,2,1997,1997,1997,1994,2005,2000,NO → AT
NL,VN,NLD,VNM,2,2004,2006,2005,1986,1993,1990,NL → VN
NL,UG,NLD,UGA,2,2003,2003,2003,1990,2006,1998,NL → UG
NL,TZ,NLD,TZA,2,2004,2004,2004,1996,2007,2002,NL → TZ
NL,TW,NLD,TWN,2,2002,2011,2006,1992,2006,1999,NL → TW
AT,SA,AUT,SAU,2,2007,2013,2010,2005,2010,2008,AT → SA
CR,DK,CRI,DNK,2,2010,2013,2012,1999,2002,2000,CR → DK
DK,BR,DNK,BRA,2,1993,1993,1993,1989,2011,2000,DK → BR
AT,RU,AUT,RUS,2,2001,2005,2003,1994,2003,1998,AT → RU
LT,AU,LTU,AUS,2,2007,2016,2012,1995,1997,1996,LT → AU
AT,PT,AUT,PRT,2,2011,2011,2011,2000,2003,2002,AT → PT
US,LV,USA,LVA,2,2003,2014,2008,1992,2003,1998,US → LV
AU,CO,AUS,COL,2,2000,2012,2006,1995,2006,2000,AU → CO
NL,PL,NLD,POL,2,,,,1997,2008,2002,NL → PL
NL,PE,NLD,PER,2,2002,2008,2005,1992,2004,1998,NL → PE
NL,NG,NLD,NGA,2,1993,2012,2002,1987,2007,1997,NL → NG
ID,IT,IDN,ITA,2,,,,1998,2001,2000,ID → IT
NL,IS,NLD,ISL,2,2012,2016,2014,2004,2009,2006,NL → IS
CU,AR,CUB,ARG,2,,,,2004,2005,2004,CU → AR
ID,DK,IDN,DNK,2,2016,2016,2016,2003,2005,2004,ID → DK
CR,PT,CRI,PRT,2,1997,2016,2006,1985,2004,1994,CR → PT
CR,MX,CRI,MEX,2,2006,2015,2010,1994,2008,2001,CR → MX
ID,CH,IDN,CHE,2,2015,2016,2016,2001,2004,2002,ID → CH
HU,VN,HUN,VNM,2,1998,1998,1998,1973,1987,1980,HU → VN
LU,IT,LUX,ITA,2,2006,2006,2006,2006,2010,2008,LU → IT
LT,NO,LTU,NOR,2,2007,2007,2007,1989,2004,1996,LT → NO
LT,FI,LTU,FIN,2,2005,2010,2008,1994,2001,1998,LT → FI
CU,FI,CUB,FIN,2,2014,2014,2014,1999,2004,2002,CU → FI
CU,DO,CUB,DOM,2,2010,2010,2010,1977,1979,1978,CU → DO
CU,DE,CUB,DEU,2,2013,2014,2014,1992,1996,1994,CU → DE
NL,CR,NLD,CRI,2,2006,2016,2011,1983,2001,1992,NL → CR
AU,EE,AUS,EST,2,1999,2013,2006,1996,2008,2002,AU → EE
CV,PT,CPV,PRT,2,2016,2016,2016,2002,2006,2004,CV → PT
CU,ZA,CUB,ZAF,2,2015,2015,2015,1987,1988,1988,CU → ZA
CU,SV,CUB,SLV,2,1994,1994,1994,1975,2007,1991,CU → SV
CU,SE,CUB,SWE,2,2008,2009,2008,1998,2005,2002,CU → SE
CU,PE,CUB,PER,2,2009,2014,2012,1996,1997,1996,CU → PE
US,GD,USA,GRD,2,,,,1999,2007,2003,US → GD
US,EE,USA,EST,2,2009,2016,2012,2001,2004,2002,US → EE
AU,KW,AUS,KWT,2,1996,2006,2001,1991,2001,1996,AU → KW
DE,UY,DEU,URY,2,2005,2005,2005,1982,2000,1991,DE → UY
GB,RS,GBR,SRB,2,1994,1994,1994,1991,1997,1994,GB → RS
GB,PH,GBR,PHL,2,1980,1996,1988,1972,1990,1981,GB → PH
LV,ES,LVA,ESP,2,2000,2011,2006,1986,1998,1992,LV → ES
GB,PG,GBR,PNG,2,1984,1995,1990,1974,1978,1976,GB → PG
NI,ES,NIC,ESP,2,2016,2016,2016,1989,2003,1996,NI → ES
NG,SE,NGA,SWE,2,2006,2013,2010,1974,1996,1985,NG → SE
NG,QA,NGA,QAT,2,2014,2014,2014,2001,2005,2003,NG → QA
GB,VE,GBR,VEN,2,1980,2008,1994,1977,1994,1986,GB → VE
NG,NL,NGA,NLD,2,2016,2016,2016,1987,2006,1996,NG → NL
NG,KE,NGA,KEN,2,1993,2016,2004,1981,1995,1988,NG → KE
NG,GH,NGA,GHA,2,,,,1987,2008,1998,NG → GH
NG,ES,NGA,ESP,2,2016,2016,2016,2005,2007,2006,NG → ES
CY,IE,CYP,IRL,2,2013,2013,2013,2003,2008,2006,CY → IE
US,CW,USA,CUW,2,,,,1991,2007,1999,US → CW
CY,AE,CYP,ARE,2,2005,2008,2006,1998,2000,1999,CY → AE
LY,DE,LBY,DEU,2,2012,2016,2014,1992,2013,2002,LY → DE
LY,CA,LBY,CAN,2,2016,2016,2016,1991,2003,1997,LY → CA
LY,AU,LBY,AUS,2,2016,2016,2016,1984,2001,1992,LY → AU
NG,BE,NGA,BEL,2,2016,2016,2016,2001,2007,2004,NG → BE
MY,TW,MYS,TWN,2,2016,2016,2016,1998,2007,2002,MY → TW
MY,TR,MYS,TUR,2,2014,2014,2014,2008,2010,2009,MY → TR
MY,PS,MYS,PSE,2,2012,2012,2012,2008,2009,2008,MY → PS
MY,OM,MYS,OMN,2,2011,2014,2012,2008,2010,2009,MY → OM
CZ,FI,CZE,FIN,2,,,,2008,2009,2008,CZ → FI
CZ,EG,CZE,EGY,2,1979,2009,1994,1974,2005,1990,CZ → EG
CZ,DK,CZE,DNK,2,2012,2016,2014,2005,2008,2006,CZ → DK
CZ,CH,CZE,CHE,2,2009,2010,2010,1998,2004,2001,CZ → CH
US,BZ,USA,BLZ,2,2015,2015,2015,1998,2001,2000,US → BZ
CY,US,CYP,USA,2,2011,2016,2014,2001,2010,2006,CY → US
AU,PL,AUS,POL,2,1993,2005,1999,1989,1993,1991,AU → PL
MY,DK,MYS,DNK,2,2006,2011,2008,1991,2004,1998,MY → DK
US,BO,USA,BOL,2,2003,2003,2003,1997,2000,1998,US → BO
US,BN,USA,BRN,2,1986,1986,1986,1981,1992,1986,US → BN
MA,SA,MAR,SAU,2,1999,2011,2005,1995,2006,2000,MA → SA
US,BB,USA,BRB,2,2016,2016,2016,1999,2004,2002,US → BB
MA,ML,MAR,MLI,2,2012,2012,2012,1993,1993,1993,MA → ML
MA,IT,MAR,ITA,2,2013,2016,2014,2005,2006,2006,MA → IT
MA,BE,MAR,BEL,2,,,,1992,2011,2002,MA → BE
GB,FJ,GBR,FJI,2,,,,1986,2003,1994,GB → FJ
IE,CZ,IRL,CZE,2,1986,2009,1998,1977,2000,1988,IE → CZ
CZ,HU,CZE,HUN,2,1999,2015,2007,1988,2001,1994,CZ → HU
MX,SG,MEX,SGP,2,2004,2015,2010,1992,2002,1997,MX → SG
MX,PL,MEX,POL,2,2012,2016,2014,1996,2008,2002,MX → PL
MX,PE,MEX,PER,2,2009,2009,2009,1978,1991,1984,MX → PE
IE,BH,IRL,BHR,2,1982,2012,1997,1971,1986,1978,IE → BH
MX,NI,MEX,NIC,2,,,,1982,1993,1988,MX → NI
MX,IL,MEX,ISR,2,1991,2014,2002,1981,2002,1992,MX → IL
MX,HK,MEX,HKG,2,2015,2016,2016,2003,2006,2004,MX → HK
DE,RS,DEU,SRB,2,2009,2009,2009,1996,2004,2000,DE → RS
IE,BE,IRL,BEL,2,1998,2009,2004,1990,1998,1994,IE → BE
MD,CH,MDA,CHE,2,1993,2006,2000,1990,1994,1992,MD → CH
IE,AE,IRL,ARE,2,,,,1983,1983,1983,IE → AE
MX,FI,MEX,FIN,2,2016,2016,2016,1999,2004,2002,MX → FI
MX,AT,MEX,AUT,2,2014,2016,2015,1999,2004,2002,MX → AT
GB,MK,GBR,MKD,2,2008,2008,2008,2005,2006,2006,GB → MK
GB,NP,GBR,NPL,2,2011,2011,2011,2001,2009,2005,GB → NP
US,AW,USA,ABW,2,,,,1998,2003,2000,US → AW
MT,US,MLT,USA,2,2006,2016,2011,1988,1997,1992,MT → US
